"Date","Price","Open","High","Low","Vol.","Change %"
"03/15/2023","80,500.0","79,100.0","80,500.0","79,100.0","691.80K","2.29%"
"03/14/2023","78,700.0","79,000.0","79,100.0","78,500.0","427.40K","-0.25%"
"03/13/2023","78,900.0","78,100.0","79,400.0","78,100.0","886.50K","-0.75%"
"03/10/2023","79,500.0","80,200.0","80,400.0","79,000.0","640.90K","-1.36%"
"03/09/2023","80,600.0","79,500.0","80,700.0","79,200.0","640.30K","1.38%"
"03/08/2023","79,500.0","78,500.0","79,500.0","78,500.0","510.60K","0.89%"
"03/07/2023","78,800.0","79,100.0","79,900.0","78,800.0","792.00K","0.77%"
"03/06/2023","78,200.0","78,100.0","79,800.0","78,100.0","817.20K","-0.38%"
"03/03/2023","78,500.0","79,300.0","80,000.0","78,500.0","740.80K","-1.88%"
"03/02/2023","80,000.0","80,000.0","80,500.0","79,800.0","430.80K","-0.62%"
"03/01/2023","80,500.0","79,500.0","80,500.0","78,700.0","1.38M","0.00%"
"02/28/2023","80,500.0","80,000.0","80,700.0","79,500.0","524.30K","0.25%"
"02/27/2023","80,300.0","80,000.0","80,500.0","79,900.0","1.02M","-0.62%"
"02/24/2023","80,800.0","81,100.0","81,300.0","80,400.0","559.20K","-0.74%"
"02/23/2023","81,400.0","81,700.0","81,700.0","80,600.0","1.16M","-0.49%"
"02/22/2023","81,800.0","82,300.0","82,500.0","81,800.0","747.20K","-1.21%"
"02/21/2023","82,800.0","82,800.0","83,700.0","82,600.0","840.00K","0.00%"
"02/20/2023","82,800.0","81,600.0","83,000.0","81,400.0","1.28M","1.47%"
"02/17/2023","81,600.0","81,200.0","81,600.0","81,000.0","467.60K","0.00%"
"02/16/2023","81,600.0","81,600.0","82,000.0","80,700.0","424.20K","0.00%"
"02/15/2023","81,600.0","80,500.0","81,900.0","80,300.0","645.20K","0.99%"
"02/14/2023","80,800.0","80,700.0","81,000.0","80,200.0","619.70K","0.12%"
"02/13/2023","80,700.0","80,700.0","81,200.0","80,000.0","613.20K","0.00%"
"02/10/2023","80,700.0","81,100.0","81,200.0","80,500.0","725.00K","0.00%"
"02/09/2023","80,700.0","81,000.0","81,600.0","80,700.0","743.00K","-0.62%"
"02/08/2023","81,200.0","80,800.0","81,700.0","80,600.0","669.70K","0.62%"
"02/07/2023","80,700.0","80,500.0","81,900.0","80,500.0","750.80K","0.25%"
"02/06/2023","80,500.0","80,000.0","81,600.0","79,700.0","944.40K","0.50%"
"02/03/2023","80,100.0","82,000.0","82,000.0","80,100.0","1.73M","-2.20%"
"02/02/2023","81,900.0","82,100.0","82,400.0","81,300.0","1.33M","-0.12%"
"02/01/2023","82,000.0","84,000.0","84,000.0","81,800.0","1.05M","-1.80%"
"01/31/2023","83,500.0","83,500.0","83,700.0","81,700.0","1.53M","-0.24%"
"01/30/2023","83,700.0","84,200.0","84,400.0","83,700.0","891.00K","-0.36%"
"01/27/2023","84,000.0","84,100.0","85,500.0","84,000.0","1.14M","0.12%"
"01/19/2023","83,900.0","83,000.0","84,200.0","82,900.0","1.33M","0.60%"
"01/18/2023","83,400.0","82,100.0","83,400.0","81,800.0","954.60K","1.71%"
"01/17/2023","82,000.0","81,200.0","82,000.0","81,000.0","978.20K","1.49%"
"01/16/2023","80,800.0","80,100.0","81,000.0","79,700.0","574.50K","1.00%"
"01/13/2023","80,000.0","80,500.0","81,200.0","80,000.0","628.30K","-0.87%"
"01/12/2023","80,700.0","81,000.0","81,500.0","80,200.0","542.50K","-0.25%"
"01/11/2023","80,900.0","80,400.0","81,600.0","80,400.0","1.08M","0.62%"
"01/10/2023","80,400.0","80,700.0","81,300.0","80,200.0","752.70K","0.12%"
"01/09/2023","80,300.0","80,500.0","80,900.0","79,900.0","518.90K","0.00%"
"01/06/2023","80,300.0","80,400.0","81,100.0","80,200.0","719.40K","-0.37%"
"01/05/2023","80,600.0","80,200.0","81,500.0","80,200.0","1.01M","0.75%"
"01/04/2023","80,000.0","80,800.0","81,000.0","79,300.0","794.30K","0.00%"
"01/03/2023","80,000.0","76,900.0","80,000.0","76,800.0","1.54M","4.03%"
"12/30/2022","76,900.0","76,200.0","76,900.0","76,000.0","628.60K","0.92%"
"12/29/2022","76,200.0","76,500.0","77,000.0","76,200.0","655.30K","-0.65%"
"12/28/2022","76,700.0","77,000.0","77,000.0","76,000.0","589.20K","0.26%"
"12/27/2022","76,500.0","76,400.0","77,500.0","76,000.0","805.20K","0.13%"
"12/26/2022","76,400.0","77,700.0","78,100.0","76,400.0","832.50K","-2.05%"
"12/23/2022","78,000.0","76,400.0","78,000.0","76,200.0","1.22M","1.04%"
"12/22/2022","77,200.0","77,200.0","77,500.0","76,000.0","657.80K","0.00%"
"12/21/2022","77,200.0","77,200.0","77,400.0","75,700.0","544.10K","0.78%"
"12/20/2022","76,600.0","77,200.0","77,200.0","75,400.0","785.80K","0.00%"
"12/19/2022","76,600.0","78,300.0","78,300.0","76,600.0","1.03M","-1.67%"
"12/16/2022","77,900.0","77,000.0","78,000.0","76,400.0","910.90K","0.26%"
"12/15/2022","77,700.0","76,400.0","78,100.0","76,400.0","1.17M","1.83%"
"12/14/2022","76,300.0","77,200.0","77,500.0","76,100.0","1.16M","-1.17%"
"12/13/2022","77,200.0","76,200.0","77,300.0","75,200.0","899.70K","0.26%"
"12/12/2022","77,000.0","77,600.0","78,200.0","76,400.0","1.21M","-1.28%"
"12/09/2022","78,000.0","76,300.0","78,000.0","76,200.0","987.50K","1.30%"
"12/08/2022","77,000.0","76,900.0","78,800.0","75,600.0","1.27M","0.65%"
"12/07/2022","76,500.0","75,900.0","76,600.0","74,800.0","1.03M","0.66%"
"12/06/2022","76,000.0","78,300.0","78,900.0","76,000.0","1.54M","-2.94%"
"12/05/2022","78,300.0","78,000.0","79,000.0","77,400.0","1.22M","1.16%"
"12/02/2022","77,400.0","74,700.0","77,700.0","74,000.0","2.90M","3.61%"
"12/01/2022","74,700.0","75,100.0","75,800.0","74,100.0","1.78M","0.13%"
"11/30/2022","74,600.0","74,500.0","74,900.0","73,500.0","911.50K","0.40%"
"11/29/2022","74,300.0","74,900.0","74,900.0","73,000.0","1.14M","0.00%"
"11/28/2022","74,300.0","72,400.0","74,500.0","72,300.0","1.15M","3.19%"
"11/25/2022","72,000.0","70,600.0","72,000.0","70,500.0","1.27M","2.13%"
"11/24/2022","70,500.0","69,800.0","71,000.0","69,400.0","788.40K","0.00%"
"11/23/2022","70,500.0","70,000.0","71,000.0","69,700.0","465.90K","0.00%"
"11/22/2022","70,500.0","70,000.0","72,000.0","69,100.0","1.18M","0.57%"
"11/21/2022","70,100.0","69,500.0","71,800.0","69,500.0","840.50K","-1.96%"
"11/18/2022","71,500.0","70,100.0","72,000.0","69,200.0","1.26M","0.70%"
"11/17/2022","71,000.0","69,300.0","72,000.0","64,500.0","1.55M","2.45%"
"11/16/2022","69,300.0","61,300.0","70,000.0","61,300.0","3.05M","5.16%"
"11/15/2022","65,900.0","70,000.0","70,000.0","65,900.0","3.11M","-6.92%"
"11/14/2022","70,800.0","72,000.0","72,400.0","70,000.0","1.64M","-2.75%"
"11/11/2022","72,800.0","73,100.0","73,600.0","72,000.0","1.00M","-0.27%"
"11/10/2022","73,000.0","73,500.0","73,700.0","69,100.0","1.60M","-1.35%"
"11/09/2022","74,000.0","73,300.0","74,300.0","73,300.0","697.70K","0.95%"
"11/08/2022","73,300.0","71,500.0","73,900.0","71,400.0","945.00K","0.96%"
"11/07/2022","72,600.0","72,600.0","74,000.0","72,600.0","1.57M","-0.41%"
"11/04/2022","72,900.0","74,000.0","74,000.0","71,500.0","1.65M","-1.62%"
"11/03/2022","74,100.0","74,500.0","75,700.0","73,700.0","622.40K","0.14%"
"11/02/2022","74,000.0","75,200.0","76,000.0","74,000.0","978.20K","-1.99%"
"11/01/2022","75,500.0","76,300.0","76,800.0","75,000.0","561.50K","-0.13%"
"10/31/2022","75,600.0","75,000.0","76,000.0","73,700.0","1.08M","0.80%"
"10/28/2022","75,000.0","76,300.0","76,300.0","74,700.0","875.80K","-1.06%"
"10/27/2022","75,800.0","74,100.0","76,200.0","73,700.0","935.90K","2.71%"
"10/26/2022","73,800.0","74,500.0","74,500.0","72,700.0","625.10K","0.82%"
"10/25/2022","73,200.0","71,400.0","74,500.0","71,100.0","1.56M","2.95%"
"10/24/2022","71,100.0","73,900.0","74,500.0","71,000.0","1.43M","-3.79%"
"10/21/2022","73,900.0","77,700.0","77,700.0","73,900.0","1.56M","-5.01%"
"10/20/2022","77,800.0","75,800.0","78,500.0","75,300.0","1.73M","3.05%"
"10/19/2022","75,500.0","74,900.0","76,200.0","74,700.0","1.02M","0.80%"
"10/18/2022","74,900.0","74,000.0","75,300.0","74,000.0","879.00K","1.49%"
"10/17/2022","73,800.0","73,500.0","73,900.0","72,600.0","707.40K","-0.27%"
"10/14/2022","74,000.0","74,400.0","74,500.0","73,600.0","844.20K","1.37%"
"10/13/2022","73,000.0","72,200.0","73,000.0","71,500.0","829.20K","0.83%"
"10/12/2022","72,400.0","71,000.0","73,300.0","71,000.0","1.46M","1.97%"
"10/11/2022","71,000.0","74,000.0","74,000.0","71,000.0","1.59M","-4.05%"
"10/10/2022","74,000.0","73,500.0","75,500.0","72,100.0","1.63M","0.00%"
"10/07/2022","74,000.0","76,200.0","76,200.0","74,000.0","2.06M","-3.27%"
"10/06/2022","76,500.0","78,900.0","78,900.0","76,500.0","1.27M","-2.42%"
"10/05/2022","78,400.0","79,000.0","79,500.0","78,400.0","971.90K","1.16%"
"10/04/2022","77,500.0","78,000.0","79,000.0","77,200.0","2.04M","0.65%"
"10/03/2022","77,000.0","79,600.0","80,300.0","76,400.0","1.25M","-4.35%"
"09/30/2022","80,500.0","77,000.0","80,800.0","76,900.0","2.11M","4.55%"
"09/29/2022","77,000.0","79,800.0","80,100.0","77,000.0","1.30M","-1.28%"
"09/28/2022","78,000.0","80,100.0","80,400.0","78,000.0","2.05M","-3.11%"
"09/27/2022","80,500.0","82,000.0","82,000.0","80,500.0","932.90K","-1.23%"
"09/26/2022","81,500.0","81,500.0","82,000.0","80,300.0","1.86M","-1.09%"
"09/23/2022","82,400.0","83,100.0","83,100.0","82,100.0","840.60K","-0.60%"
"09/22/2022","82,900.0","82,000.0","83,000.0","81,900.0","1.17M","0.73%"
"09/21/2022","82,300.0","83,300.0","83,300.0","82,300.0","775.40K","-1.32%"
"09/20/2022","83,400.0","83,100.0","83,800.0","82,300.0","575.00K","0.36%"
"09/19/2022","83,100.0","82,500.0","83,600.0","81,900.0","1.78M","0.73%"
"09/16/2022","82,500.0","83,700.0","83,900.0","82,500.0","1.36M","-1.43%"
"09/15/2022","83,700.0","84,500.0","84,500.0","83,700.0","780.50K","-0.36%"
"09/14/2022","84,000.0","83,500.0","84,500.0","83,500.0","1.31M","-0.71%"
"09/13/2022","84,600.0","85,000.0","85,300.0","84,300.0","1.05M","0.00%"
"09/12/2022","84,600.0","85,100.0","85,200.0","84,300.0","716.00K","0.36%"
"09/09/2022","84,300.0","84,600.0","85,000.0","84,300.0","1.15M","0.00%"
"09/08/2022","84,300.0","84,100.0","85,000.0","83,800.0","1.14M","0.36%"
"09/07/2022","84,000.0","85,500.0","85,900.0","84,000.0","2.24M","-2.10%"
"09/06/2022","85,800.0","86,000.0","86,400.0","85,800.0","1.17M","-0.46%"
"09/05/2022","86,200.0","86,500.0","86,700.0","85,900.0","1.02M","-0.46%"
"08/31/2022","86,600.0","85,800.0","87,000.0","85,800.0","1.17M","0.23%"
"08/30/2022","86,400.0","86,500.0","87,000.0","86,000.0","1.15M","-0.12%"
"08/29/2022","86,500.0","87,000.0","87,000.0","84,700.0","2.23M","-0.80%"
"08/26/2022","87,200.0","86,400.0","87,800.0","86,300.0","1.94M","1.04%"
"08/25/2022","86,300.0","86,200.0","86,700.0","86,000.0","1.14M","0.12%"
"08/24/2022","86,200.0","86,500.0","86,800.0","86,100.0","1.01M","0.23%"
"08/23/2022","86,000.0","85,110.0","86,000.0","85,110.0","1.09M","0.23%"
"08/22/2022","85,802.0","85,605.0","86,297.0","84,913.0","1.63M","-0.12%"
"08/19/2022","85,901.0","86,989.0","87,483.0","85,209.0","1.96M","-1.59%"
"08/18/2022","87,285.0","86,890.0","88,669.0","86,890.0","2.55M","0.00%"
"08/17/2022","87,285.0","87,977.0","88,076.0","86,989.0","1.51M","-0.45%"
"08/16/2022","87,680.0","87,878.0","88,372.0","87,087.0","1.38M","-0.23%"
"08/15/2022","87,878.0","85,605.0","88,076.0","85,605.0","3.09M","2.77%"
"08/12/2022","85,506.0","84,715.0","85,506.0","84,715.0","1.24M","0.58%"
"08/11/2022","85,012.0","85,209.0","85,802.0","84,715.0","1.85M","0.00%"
"08/10/2022","85,012.0","85,308.0","85,703.0","85,012.0","1.12M","-0.23%"
"08/09/2022","85,209.0","85,012.0","86,494.0","84,715.0","2.32M","0.23%"
"08/08/2022","85,012.0","84,913.0","85,407.0","84,320.0","1.59M","0.23%"
"08/05/2022","84,814.0","85,110.0","86,198.0","84,616.0","1.77M","-0.35%"
"08/04/2022","85,110.0","84,122.0","85,605.0","83,924.0","3.05M","1.53%"
"08/03/2022","83,825.0","84,023.0","84,221.0","83,232.0","2.25M","-0.24%"
"08/02/2022","84,023.0","83,035.0","84,122.0","82,540.0","1.88M","1.19%"
"08/01/2022","83,035.0","83,035.0","83,232.0","82,145.0","1.82M","0.60%"
"07/29/2022","82,540.0","84,122.0","84,221.0","82,540.0","1.94M","-1.65%"
"07/28/2022","83,924.0","84,221.0","84,814.0","82,145.0","1.66M","-0.35%"
"07/27/2022","84,221.0","83,628.0","84,221.0","83,430.0","771.10K","0.47%"
"07/26/2022","83,825.3","85,011.5","85,011.5","83,825.3","1.13M","-0.70%"
"07/25/2022","84,418.4","86,000.0","86,000.0","84,121.9","2.25M","0.35%"
"07/22/2022","84,121.9","85,406.9","85,505.8","84,121.9","1.31M","0.12%"
"07/21/2022","84,023.0","84,912.7","84,912.7","83,528.8","1.80M","0.12%"
"07/20/2022","83,924.2","84,023.0","84,912.7","83,034.5","2.85M","2.29%"
"07/19/2022","82,046.0","81,947.1","82,046.0","81,255.2","1.19M","0.00%"
"07/18/2022","82,046.0","81,848.3","83,528.8","81,354.0","1.26M","0.97%"
"07/15/2022","81,255.2","83,034.5","83,034.5","81,255.2","1.38M","-0.72%"
"07/14/2022","81,848.3","81,848.3","82,540.3","81,255.2","891.30K","0.36%"
"07/13/2022","81,551.7","83,034.5","83,034.5","81,551.7","1.14M","-1.20%"
"07/12/2022","82,540.3","81,848.3","82,540.3","81,749.4","602.80K","0.85%"
"07/11/2022","81,848.3","83,627.6","83,627.6","81,848.3","998.10K","-0.96%"
"07/08/2022","82,639.1","82,935.7","83,034.5","82,144.8","910.40K","0.60%"
"07/07/2022","82,144.8","82,935.7","83,627.6","82,144.8","1.29M","-0.48%"
"07/06/2022","82,540.3","83,133.4","84,912.7","82,540.3","2.23M","-2.22%"
"07/05/2022","84,418.4","86,790.8","86,790.8","84,418.4","1.40M","-1.50%"
"07/04/2022","85,703.5","87,482.8","87,482.8","85,011.5","1.01M","-1.48%"
"07/01/2022","86,988.5","86,000.0","87,779.3","83,825.3","1.70M","2.09%"
"06/30/2022","85,209.2","88,471.3","88,866.7","85,209.2","1.51M","-4.22%"
"06/29/2022","88,965.5","87,878.2","88,965.5","87,186.2","1.18M","0.33%"
"06/28/2022","88,669.0","88,471.3","89,163.2","86,197.7","2.30M","3.70%"
"06/27/2022","85,505.8","85,406.9","86,889.7","84,912.7","1.25M","1.17%"
"06/24/2022","84,517.3","85,110.4","86,790.8","84,517.3","902.40K","0.00%"
"06/23/2022","84,517.3","83,034.5","85,802.3","82,738.0","2.02M","1.18%"
"06/22/2022","83,528.8","88,767.8","89,360.9","83,429.9","2.97M","-5.16%"
"06/21/2022","88,075.9","91,338.0","92,425.3","87,977.0","2.46M","-3.15%"
"06/20/2022","90,942.6","92,425.3","93,413.8","90,250.6","2.48M","0.00%"
"06/17/2022","90,942.6","89,262.1","91,535.7","87,977.0","2.32M","0.00%"
"06/16/2022","90,942.6","89,954.0","92,721.9","89,163.2","2.52M","1.66%"
"06/15/2022","89,459.8","89,558.6","89,558.6","86,988.5","1.76M","1.57%"
"06/14/2022","88,075.9","85,011.5","88,866.7","84,517.3","2.31M","3.36%"
"06/13/2022","85,209.2","86,988.5","89,756.3","85,011.5","3.39M","-5.96%"
"06/10/2022","90,613.0","93,413.8","94,484.7","90,613.0","3.57M","-4.60%"
"06/09/2022","94,978.9","95,143.7","95,473.2","93,331.4","2.05M","0.26%"
"06/08/2022","94,731.8","95,802.7","96,873.5","94,319.9","3.19M","-0.52%"
"06/07/2022","95,226.0","92,837.2","95,226.0","89,459.8","4.69M","2.30%"
"06/06/2022","93,084.3","93,908.0","95,555.5","92,260.5","3.07M","-0.88%"
"06/03/2022","93,908.0","91,848.6","93,908.0","91,354.4","2.11M","2.24%"
"06/02/2022","91,848.6","92,919.5","94,567.0","91,519.1","2.75M","-0.27%"
"06/01/2022","92,095.8","90,530.6","93,001.9","90,448.3","2.44M","1.73%"
"05/31/2022","90,530.6","91,683.9","91,683.9","88,553.6","2.59M","-1.26%"
"05/30/2022","91,683.9","91,519.1","92,590.0","89,954.0","3.00M","-0.45%"
"05/27/2022","92,095.8","86,988.5","92,260.5","86,906.1","4.65M","5.87%"
"05/26/2022","86,988.5","86,659.0","88,224.1","86,164.7","1.71M","0.57%"
"05/25/2022","86,494.2","81,963.6","86,494.2","81,304.6","4.52M","6.92%"
"05/24/2022","80,892.7","79,492.3","80,892.7","79,080.4","1.66M","1.76%"
"05/23/2022","79,492.3","80,892.7","80,892.7","79,162.8","1.36M","-1.03%"
"05/20/2022","80,316.1","80,480.8","81,469.3","79,904.2","1.69M","0.52%"
"05/19/2022","79,904.2","78,339.1","80,480.8","78,339.1","1.47M","-0.72%"
"05/18/2022","80,480.8","82,128.3","82,457.8","80,316.1","2.32M","-2.01%"
"05/17/2022","82,128.3","76,609.2","82,128.3","76,197.3","2.45M","6.97%"
"05/16/2022","76,773.9","80,316.1","80,316.1","76,773.9","2.09M","-0.43%"
"05/13/2022","77,103.4","79,162.8","81,551.7","76,691.6","4.92M","-2.09%"
"05/12/2022","78,750.9","81,798.8","83,940.6","78,256.7","3.11M","-6.18%"
"05/11/2022","83,940.6","80,728.0","83,940.6","79,739.5","2.00M","3.56%"
"05/10/2022","81,057.5","77,432.9","81,387.0","75,785.4","3.38M","4.68%"
"05/09/2022","77,432.9","80,975.1","81,551.7","77,432.9","5.40M","-6.19%"
"05/06/2022","82,540.2","84,270.1","85,670.5","82,540.2","2.92M","-4.30%"
"05/05/2022","86,247.1","86,164.7","86,906.1","83,940.6","2.63M","0.19%"
"05/04/2022","86,082.4","86,411.9","87,235.6","85,752.9","1.92M","-0.48%"
"04/29/2022","86,494.2","86,494.2","88,224.1","85,835.2","4.79M","-0.47%"
"04/28/2022","86,906.1","84,764.4","87,977.0","84,434.9","3.04M","2.43%"
"04/27/2022","84,846.7","84,434.9","85,670.5","82,787.3","3.04M","-1.25%"
"04/26/2022","85,917.6","82,540.2","86,494.2","79,904.2","6.52M","0.87%"
"04/25/2022","85,176.2","90,695.4","91,354.4","85,176.2","5.53M","-6.93%"
"04/22/2022","91,519.1","92,672.4","93,825.7","87,318.0","6.85M","-0.80%"
"04/21/2022","92,260.5","91,601.5","95,473.2","91,601.5","4.88M","0.00%"
"04/20/2022","92,260.5","92,260.5","93,084.3","90,283.5","3.95M","0.00%"
"04/19/2022","92,260.5","95,967.4","96,379.3","92,260.5","5.68M","-3.03%"
"04/18/2022","95,143.7","94,731.8","97,697.3","93,908.0","4.03M","0.43%"
"04/15/2022","94,731.8","94,814.2","97,120.7","93,908.0","3.75M","-1.37%"
"04/14/2022","96,049.8","94,896.5","97,944.4","94,896.5","4.24M","1.30%"
"04/13/2022","94,814.2","90,613.0","94,814.2","90,448.3","3.99M","4.83%"
"04/12/2022","90,448.3","89,789.3","91,848.6","87,812.2","3.79M","1.20%"
"04/08/2022","89,377.4","93,331.4","93,825.7","89,377.4","4.88M","-4.24%"
"04/07/2022","93,331.4","93,660.9","96,296.9","92,342.9","4.70M","0.27%"
"04/06/2022","93,084.3","89,295.0","93,908.0","89,295.0","5.01M","3.67%"
"04/05/2022","89,789.3","89,871.6","91,931.0","89,789.3","2.24M","-0.27%"
"04/04/2022","90,036.4","93,496.2","93,496.2","90,036.4","3.23M","-1.53%"
"04/01/2022","91,436.8","88,059.4","91,436.8","87,400.4","5.18M","3.74%"
"03/31/2022","88,141.7","86,906.1","91,107.3","86,164.7","4.17M","0.94%"
"03/30/2022","87,318.0","87,153.2","88,388.9","86,082.4","3.40M","1.05%"
"03/29/2022","86,411.9","81,222.2","86,411.9","81,222.2","9.87M","6.93%"
"03/28/2022","80,810.3","78,668.6","81,304.6","78,421.4","4.20M","2.51%"
"03/25/2022","78,833.3","79,162.8","79,492.3","78,750.9","1.47M","-0.31%"
"03/24/2022","79,080.4","79,080.4","80,069.0","78,503.8","2.19M","-0.52%"
"03/23/2022","79,492.3","79,492.3","80,316.1","79,080.4","2.37M","0.10%"
"03/22/2022","79,410.0","79,080.4","79,904.2","78,586.2","2.50M","1.15%"
"03/21/2022","78,503.8","78,421.4","79,080.4","78,256.7","1.87M","0.21%"
"03/18/2022","78,339.1","76,609.2","79,574.7","76,609.2","3.38M","3.37%"
"03/17/2022","75,785.4","75,620.7","76,362.1","75,373.6","1.42M","0.44%"
"03/16/2022","75,455.9","75,044.1","76,032.6","74,549.8","1.37M","0.66%"
"03/15/2022","74,961.7","75,620.7","75,620.7","73,973.2","2.25M","-0.87%"
"03/14/2022","75,620.7","76,609.2","76,609.2","74,549.8","2.33M","-1.50%"
"03/11/2022","76,773.9","77,844.8","77,927.2","76,362.1","1.37M","-1.48%"
"03/10/2022","77,927.2","79,327.6","79,327.6","77,927.2","934.44K","-0.94%"
"03/09/2022","78,668.6","77,927.2","79,492.3","77,927.2","2.64M","0.74%"
"03/08/2022","78,091.9","77,268.2","78,586.2","76,279.7","2.67M","1.07%"
"03/07/2022","77,268.2","76,691.6","77,350.6","75,950.2","2.04M","0.32%"
"03/04/2022","77,021.1","76,856.3","77,268.2","76,609.2","1.61M","0.11%"
"03/03/2022","76,938.7","76,773.9","77,432.9","76,773.9","1.15M","0.32%"
"03/02/2022","76,691.6","76,609.2","76,938.7","76,362.1","1.31M","-0.32%"
"03/01/2022","76,938.7","77,432.9","77,432.9","76,197.3","1.32M","0.11%"
"02/28/2022","76,856.3","76,032.6","77,021.1","76,032.6","1.81M","1.08%"
"02/25/2022","76,032.6","76,114.9","76,938.7","75,867.8","1.27M","0.33%"
"02/24/2022","75,785.4","76,609.2","77,021.1","74,137.9","1.62M","-1.08%"
"02/23/2022","76,609.2","76,279.7","77,350.6","76,279.7","1.17M","0.11%"
"02/22/2022","76,526.8","76,609.2","76,856.3","75,785.4","1.39M","-0.64%"
"02/21/2022","77,021.1","75,950.2","77,432.9","75,785.4","1.66M","1.41%"
"02/18/2022","75,950.2","76,032.6","76,197.3","75,538.3","742.56K","-0.65%"
"02/17/2022","76,444.4","75,703.1","76,444.4","74,961.7","1.02M","1.64%"
"02/16/2022","75,208.8","75,538.3","76,197.3","75,208.8","737.04K","0.22%"
"02/15/2022","75,044.1","74,961.7","75,538.3","74,549.8","786.48K","0.11%"
"02/14/2022","74,961.7","74,961.7","75,455.9","74,467.4","928.92K","-0.65%"
"02/11/2022","75,455.9","75,620.7","76,114.9","75,291.2","769.92K","-0.43%"
"02/10/2022","75,785.4","75,291.2","75,785.4","74,302.7","1.17M","1.43%"
"02/09/2022","74,714.5","75,538.3","75,538.3","74,632.2","1.37M","0.11%"
"02/08/2022","74,632.2","73,726.0","75,620.7","73,726.0","1.01M","1.23%"
"02/07/2022","73,726.0","74,137.9","74,220.3","73,314.2","622.08K","0.00%"
"01/28/2022","73,726.0","70,842.9","73,726.0","70,760.5","1.86M","4.19%"
"01/27/2022","70,760.5","70,842.9","71,419.5","70,348.6","863.52K","-0.12%"
"01/26/2022","70,842.9","71,666.7","71,666.7","70,431.0","1.10M","-0.58%"
"01/25/2022","71,254.8","70,183.9","72,078.5","69,195.4","1.43M","1.41%"
"01/24/2022","70,266.3","72,655.2","72,902.3","70,019.1","2.43M","-3.29%"
"01/21/2022","72,655.2","73,314.2","73,973.2","72,655.2","1.01M","-0.68%"
