"Date","Price","Open","High","Low","Vol.","Change %"
"01/12/2023","86,000.0","86,800.0","86,800.0","85,600.0","166.40K","-0.92%"
"01/11/2023","86,800.0","88,000.0","88,000.0","86,800.0","263.80K","-1.36%"
"01/10/2023","88,000.0","88,300.0","88,300.0","87,300.0","155.40K","-0.23%"
"01/09/2023","88,200.0","87,500.0","88,600.0","87,000.0","151.60K","0.00%"
"01/06/2023","88,200.0","88,900.0","89,000.0","88,200.0","138.10K","-1.45%"
"01/05/2023","89,500.0","90,400.0","90,400.0","88,800.0","189.10K","0.56%"
"01/04/2023","89,000.0","89,500.0","89,700.0","88,600.0","208.80K","-0.56%"
"01/03/2023","89,500.0","91,000.0","91,000.0","88,900.0","221.10K","-0.44%"
"12/30/2022","89,900.0","86,500.0","89,900.0","86,000.0","397.30K","4.53%"
"12/29/2022","86,000.0","85,500.0","86,000.0","84,000.0","221.40K","4.24%"
"12/28/2022","82,500.0","81,300.0","86,625.0","81,150.0","332.93K","1.85%"
"12/27/2022","81,000.0","81,000.0","81,675.0","80,625.0","178.53K","0.00%"
"12/26/2022","81,000.0","82,200.0","82,350.0","80,400.0","199.20K","-0.55%"
"12/23/2022","81,450.0","81,750.0","81,750.0","79,500.0","197.20K","-0.37%"
"12/22/2022","81,750.0","82,500.0","82,575.0","80,250.0","321.20K","-0.55%"
"12/21/2022","82,200.0","82,500.0","82,875.0","81,375.0","243.07K","-0.81%"
"12/20/2022","82,875.0","83,025.0","84,000.0","82,125.0","169.07K","-1.34%"
"12/19/2022","84,000.0","83,250.0","84,225.0","83,250.0","172.93K","-0.80%"
"12/16/2022","84,675.0","83,325.0","84,750.0","83,325.0","347.73K","-0.09%"
"12/15/2022","84,750.0","83,775.0","84,750.0","83,250.0","172.00K","0.00%"
"12/14/2022","84,750.0","84,375.0","84,750.0","83,100.0","159.07K","0.44%"
"12/13/2022","84,375.0","83,700.0","84,375.0","81,000.0","208.80K","0.63%"
"12/12/2022","83,850.0","82,575.0","83,850.0","81,975.0","212.93K","-0.09%"
"12/09/2022","83,925.0","84,225.0","84,225.0","82,650.0","111.20K","0.81%"
"12/08/2022","83,250.0","81,525.0","83,250.0","81,525.0","312.53K","2.12%"
"12/07/2022","81,525.0","84,600.0","84,600.0","79,500.0","409.33K","-2.16%"
"12/06/2022","83,325.0","86,100.0","86,475.0","83,250.0","381.60K","-3.31%"
"12/05/2022","86,175.0","86,250.0","86,250.0","85,500.0","179.73K","-0.09%"
"12/02/2022","86,250.0","84,375.0","86,625.0","82,950.0","549.33K","2.68%"
"12/01/2022","84,000.0","83,625.0","85,725.0","82,575.0","353.73K","-1.32%"
"11/30/2022","85,125.0","84,600.0","85,425.0","83,400.0","257.87K","0.62%"
"11/29/2022","84,600.0","81,750.0","84,750.0","81,450.0","476.67K","3.49%"
"11/28/2022","81,750.0","79,875.0","82,500.0","79,875.0","312.40K","2.64%"
"11/25/2022","79,650.0","79,875.0","81,900.0","79,350.0","314.13K","0.19%"
"11/24/2022","79,500.0","79,500.0","79,875.0","77,475.0","222.27K","0.28%"
"11/23/2022","79,275.0","76,500.0","79,275.0","76,500.0","222.13K","2.62%"
"11/22/2022","77,250.0","77,850.0","79,275.0","76,650.0","381.47K","0.88%"
"11/21/2022","76,575.0","75,075.0","77,250.0","75,075.0","218.40K","2.00%"
"11/18/2022","75,075.0","75,000.0","76,425.0","73,500.0","386.80K","0.10%"
"11/17/2022","75,000.0","72,750.0","75,000.0","72,675.0","485.47K","3.09%"
"11/16/2022","72,750.0","67,575.0","72,750.0","67,500.0","679.20K","3.08%"
"11/15/2022","70,575.0","71,925.0","74,250.0","67,575.0","677.20K","-2.59%"
"11/14/2022","72,450.0","71,625.0","75,000.0","71,325.0","306.67K","-0.62%"
"11/11/2022","72,900.0","73,350.0","73,350.0","72,225.0","239.87K","0.21%"
"11/10/2022","72,750.0","72,675.0","73,500.0","69,750.0","555.07K","-0.31%"
"11/09/2022","72,975.0","72,600.0","73,200.0","71,325.0","170.53K","0.41%"
"11/08/2022","72,675.0","71,850.0","73,350.0","71,175.0","266.13K","1.47%"
"11/07/2022","71,625.0","71,325.0","73,500.0","71,250.0","376.00K","0.63%"
"11/04/2022","71,175.0","77,175.0","77,175.0","71,175.0","1.25M","-6.96%"
"11/03/2022","76,500.0","73,650.0","78,000.0","73,650.0","422.13K","0.89%"
"11/02/2022","75,825.0","76,950.0","77,250.0","75,825.0","406.93K","-0.49%"
"11/01/2022","76,200.0","77,250.0","77,475.0","76,200.0","209.47K","-1.65%"
"10/31/2022","77,475.0","78,450.0","78,450.0","75,375.0","374.13K","-0.39%"
"10/28/2022","77,775.0","77,700.0","78,000.0","76,875.0","178.27K","0.88%"
"10/27/2022","77,100.0","77,919.0","77,919.0","76,133.0","232.13K","0.19%"
"10/26/2022","76,951.0","75,984.0","77,398.0","75,537.0","345.20K","1.77%"
"10/25/2022","75,612.0","78,142.0","78,142.0","73,677.0","626.53K","0.10%"
"10/24/2022","75,537.0","74,495.0","78,142.0","74,495.0","505.20K","-3.06%"
"10/21/2022","77,919.0","80,672.0","80,672.0","75,909.0","556.67K","-2.69%"
"10/20/2022","80,077.0","80,672.0","80,821.0","78,961.0","360.00K","0.09%"
"10/19/2022","80,002.0","79,481.0","80,002.0","78,886.0","295.07K","1.41%"
"10/18/2022","78,886.0","80,226.0","80,226.0","78,588.0","430.53K","0.95%"
"10/17/2022","78,142.0","78,142.0","78,291.0","77,026.0","126.40K","-0.09%"
"10/14/2022","78,216.0","78,291.0","78,812.0","77,844.0","289.60K","0.57%"
"10/13/2022","77,770.0","78,514.0","78,514.0","77,249.0","304.80K","-0.48%"
"10/12/2022","78,142.0","76,505.0","78,812.0","76,505.0","453.47K","0.38%"
"10/11/2022","77,844.0","79,109.0","79,109.0","75,537.0","292.53K","-0.38%"
"10/10/2022","78,142.0","72,337.0","78,812.0","72,337.0","468.13K","1.94%"
"10/07/2022","76,653.0","75,165.0","78,142.0","72,932.0","610.40K","0.19%"
"10/06/2022","76,505.0","75,909.0","77,398.0","75,909.0","514.53K","0.39%"
"10/05/2022","76,207.0","73,379.0","78,142.0","73,305.0","433.47K","3.96%"
"10/04/2022","73,305.0","75,835.0","75,835.0","73,305.0","521.33K","-1.10%"
"10/03/2022","74,123.0","79,556.0","79,556.0","74,123.0","993.73K","-6.92%"
"09/30/2022","79,630.0","82,607.0","82,607.0","77,472.0","1.52M","-3.60%"
"09/29/2022","82,607.0","83,351.0","83,500.0","82,309.0","364.53K","0.00%"
"09/28/2022","82,607.0","82,607.0","83,277.0","82,235.0","501.33K","-0.09%"
"09/27/2022","82,682.0","83,798.0","83,798.0","82,607.0","512.40K","0.00%"
"09/26/2022","82,682.0","84,096.0","84,096.0","82,384.0","668.27K","-2.46%"
"09/23/2022","84,765.0","85,212.0","85,212.0","84,468.0","521.73K","-0.09%"
"09/22/2022","84,840.0","84,393.0","85,063.0","84,393.0","344.53K","0.09%"
"09/21/2022","84,765.0","84,691.0","85,063.0","84,096.0","442.13K","0.80%"
"09/20/2022","84,096.0","83,351.0","84,096.0","83,351.0","449.73K","0.89%"
"09/19/2022","83,351.0","84,244.0","84,617.0","83,351.0","679.47K","-1.06%"
"09/16/2022","84,244.0","83,351.0","86,254.0","83,277.0","2.77M","1.16%"
"09/15/2022","83,277.0","83,351.0","83,872.0","83,128.0","393.33K","0.18%"
"09/14/2022","83,128.0","83,277.0","83,798.0","82,979.0","613.47K","-1.15%"
"09/13/2022","84,096.0","83,500.0","84,691.0","83,500.0","515.33K","0.71%"
"09/12/2022","83,500.0","83,351.0","84,765.0","83,277.0","482.80K","0.36%"
"09/09/2022","83,203.0","84,021.0","84,021.0","82,979.0","276.00K","-0.62%"
"09/08/2022","83,723.0","82,979.0","83,723.0","82,235.0","730.27K","1.35%"
"09/07/2022","82,607.0","84,840.0","84,914.0","82,607.0","1.34M","-2.63%"
"09/06/2022","84,840.0","85,137.0","85,435.0","84,765.0","423.87K","-0.26%"
"09/05/2022","85,063.0","85,435.0","85,435.0","84,691.0","501.33K","-0.44%"
"08/31/2022","85,435.0","85,137.0","85,435.0","84,393.0","840.40K","0.35%"
"08/30/2022","85,137.0","87,072.0","87,072.0","84,840.0","964.27K","-1.80%"
"08/29/2022","86,700.0","85,956.0","86,700.0","84,096.0","1.38M","-1.10%"
"08/26/2022","87,668.0","87,072.0","88,933.0","86,626.0","1.17M","1.03%"
"08/25/2022","86,775.0","87,221.0","87,593.0","86,403.0","562.13K","-0.51%"
"08/24/2022","87,221.0","85,212.0","87,817.0","84,989.0","1.66M","2.36%"
"08/23/2022","85,212.0","84,840.0","85,286.0","84,468.0","346.13K","-0.26%"
"08/22/2022","85,435.0","84,170.0","85,882.0","84,170.0","545.87K","0.70%"
"08/19/2022","84,840.0","84,468.0","85,137.0","83,947.0","729.20K","-0.35%"
"08/18/2022","85,137.0","85,435.0","85,435.0","84,096.0","568.80K","-0.44%"
"08/17/2022","85,510.0","85,584.0","85,882.0","85,137.0","414.00K","-0.09%"
"08/16/2022","85,584.0","85,807.0","85,807.0","85,212.0","366.13K","0.26%"
"08/15/2022","85,361.0","84,542.0","85,956.0","83,872.0","910.67K","1.15%"
"08/12/2022","84,393.0","84,914.0","85,435.0","83,723.0","659.73K","-0.61%"
"08/11/2022","84,914.0","86,700.0","87,072.0","84,914.0","968.27K","-2.06%"
"08/10/2022","86,700.0","86,849.0","86,849.0","85,956.0","583.33K","-0.17%"
"08/09/2022","86,849.0","87,444.0","87,444.0","86,179.0","683.33K","0.00%"
"08/08/2022","86,849.0","85,584.0","87,742.0","85,510.0","1.65M","1.57%"
"08/05/2022","85,510.0","86,328.0","86,328.0","85,510.0","599.20K","-0.95%"
"08/04/2022","86,328.0","86,403.0","86,551.0","85,286.0","626.27K","0.00%"
"08/03/2022","86,328.0","85,658.0","86,328.0","85,212.0","879.73K","-0.43%"
"08/02/2022","86,700.0","86,328.0","86,924.0","85,137.0","566.00K","-0.43%"
"08/01/2022","87,072.0","84,840.0","87,444.0","84,468.0","681.60K","2.63%"
"07/29/2022","84,840.0","84,691.0","84,840.0","83,798.0","1.55M","0.88%"
"07/28/2022","84,096.0","84,021.0","85,286.0","82,607.0","945.33K","0.71%"
"07/27/2022","83,500.0","82,979.0","83,500.0","82,533.0","380.00K","0.18%"
"07/26/2022","83,351.0","84,096.0","84,170.0","83,351.0","423.07K","-1.06%"
"07/25/2022","84,244.0","85,137.0","85,137.0","83,947.0","274.13K","-1.14%"
"07/22/2022","85,212.0","84,840.0","86,179.0","84,840.0","456.00K","0.44%"
"07/21/2022","84,840.0","84,617.0","85,361.0","83,351.0","862.13K","0.35%"
"07/20/2022","84,542.0","83,947.0","85,063.0","82,756.0","1.20M","2.81%"
"07/19/2022","82,235.0","84,468.0","84,468.0","82,235.0","682.00K","-2.64%"
"07/18/2022","84,468.0","85,584.0","85,584.0","84,096.0","638.00K","0.00%"
"07/15/2022","84,468.0","86,477.0","86,477.0","83,351.0","910.53K","-1.73%"
"07/14/2022","85,956.0","85,212.0","85,956.0","83,947.0","484.00K","0.43%"
"07/13/2022","85,584.0","86,924.0","86,924.0","84,840.0","652.53K","-1.54%"
"07/12/2022","86,924.0","84,096.0","86,998.0","83,500.0","492.93K","1.13%"
"07/11/2022","85,956.0","87,221.0","87,221.0","83,351.0","703.33K","-0.43%"
"07/08/2022","86,328.0","87,147.0","87,147.0","85,510.0","612.27K","0.00%"
"07/07/2022","86,328.0","83,351.0","86,328.0","81,863.0","821.07K","3.57%"
"07/06/2022","83,351.0","84,319.0","86,328.0","83,351.0","1.36M","-5.57%"
"07/05/2022","88,263.0","92,133.0","92,133.0","85,733.0","2.10M","-4.20%"
"07/04/2022","92,133.0","96,598.0","96,598.0","91,538.0","1.07M","-3.43%"
"07/01/2022","95,408.0","95,259.0","95,631.0","91,166.0","1.27M","-0.23%"
"06/30/2022","95,631.0","96,673.0","96,747.0","94,440.0","934.40K","-0.77%"
"06/29/2022","96,375.0","94,589.0","96,598.0","93,026.0","1.24M","0.00%"
"06/28/2022","96,375.0","95,631.0","96,598.0","95,259.0","744.67K","0.00%"
"06/27/2022","96,375.0","91,017.0","96,375.0","91,017.0","2.70M","6.15%"
"06/24/2022","90,793.0","89,752.0","92,282.0","88,784.0","938.53K","1.24%"
"06/23/2022","89,677.0","85,584.0","89,677.0","85,361.0","727.07K","4.42%"
"06/22/2022","85,882.0","87,436.0","89,213.0","84,401.0","914.53K","-3.17%"
"06/21/2022","88,695.0","88,029.0","90,990.0","86,622.0","1.40M","1.53%"
"06/20/2022","87,362.0","90,102.0","90,102.0","86,992.0","775.47K","-3.28%"
"06/17/2022","90,324.0","85,215.0","90,324.0","85,215.0","1.77M","0.16%"
"06/16/2022","90,176.0","88,843.0","90,472.0","87,066.0","1.21M","3.22%"
"06/15/2022","87,362.0","85,141.0","87,362.0","82,328.0","1.77M","1.72%"
"06/14/2022","85,882.0","82,920.0","85,882.0","82,550.0","1.30M","3.30%"
"06/13/2022","83,142.0","86,252.0","86,622.0","83,142.0","3.08M","-6.96%"
"06/10/2022","89,361.0","94,692.0","94,692.0","89,361.0","1.47M","-6.07%"
"06/09/2022","95,136.0","96,247.0","96,913.0","92,767.0","1.01M","0.39%"
"06/08/2022","94,766.0","96,987.0","97,061.0","93,878.0","2.09M","0.00%"
"06/07/2022","94,766.0","95,210.0","96,247.0","89,880.0","2.21M","2.40%"
"06/06/2022","92,545.0","91,805.0","94,914.0","91,064.0","2.20M","1.46%"
"06/03/2022","91,212.0","91,434.0","92,101.0","89,732.0","1.81M","0.00%"
"06/02/2022","91,212.0","90,324.0","92,471.0","88,103.0","3.61M","5.03%"
"06/01/2022","86,844.0","85,512.0","87,288.0","84,549.0","1.54M","2.09%"
"05/31/2022","85,067.0","88,399.0","88,473.0","84,401.0","2.05M","-4.65%"
"05/30/2022","89,213.0","90,694.0","90,768.0","88,325.0","1.62M","-1.47%"
"05/27/2022","90,546.0","85,141.0","90,546.0","84,549.0","3.41M","7.00%"
"05/26/2022","84,623.0","85,437.0","85,882.0","84,549.0","643.20K","-0.95%"
"05/25/2022","85,437.0","79,959.0","85,437.0","77,738.0","2.28M","6.95%"
"05/24/2022","79,885.0","77,664.0","79,885.0","76,997.0","798.93K","3.25%"
"05/23/2022","77,368.0","79,292.0","79,292.0","75,887.0","550.53K","-1.41%"
"05/20/2022","78,478.0","77,738.0","78,478.0","76,331.0","644.80K","3.82%"
"05/19/2022","75,591.0","74,702.0","77,738.0","74,480.0","543.60K","0.00%"
"05/18/2022","75,591.0","76,257.0","77,516.0","74,332.0","771.73K","-0.97%"
"05/17/2022","76,331.0","72,555.0","77,145.0","71,667.0","579.20K","5.20%"
"05/16/2022","72,555.0","74,776.0","75,146.0","72,111.0","423.60K","0.51%"
"05/13/2022","72,185.0","76,775.0","77,738.0","71,593.0","1.14M","-3.56%"
"05/12/2022","74,850.0","77,664.0","79,367.0","74,850.0","1.04M","-5.51%"
"05/11/2022","79,218.0","76,257.0","79,218.0","74,776.0","933.60K","3.88%"
"05/10/2022","76,257.0","70,482.0","76,553.0","69,224.0","844.93K","3.93%"
"05/09/2022","73,370.0","78,108.0","78,848.0","73,370.0","1.50M","-6.95%"
"05/06/2022","78,848.0","79,959.0","81,291.0","78,478.0","884.27K","-3.18%"
"05/05/2022","81,440.0","81,810.0","82,180.0","78,848.0","679.87K","1.57%"
"05/04/2022","80,181.0","79,959.0","81,440.0","78,848.0","632.27K","0.28%"
"04/29/2022","79,959.0","78,848.0","81,069.0","78,848.0","613.33K","1.70%"
"04/28/2022","78,626.0","79,218.0","81,069.0","78,626.0","622.53K","-0.75%"
"04/27/2022","79,218.0","79,218.0","82,180.0","76,109.0","1.08M","-0.37%"
"04/26/2022","79,515.0","76,627.0","80,107.0","74,776.0","1.33M","0.37%"
"04/25/2022","79,218.0","85,141.0","85,141.0","79,218.0","2.44M","-6.96%"
"04/22/2022","85,141.0","89,509.0","89,509.0","82,772.0","3.81M","-3.36%"
"04/21/2022","88,103.0","89,509.0","90,176.0","88,103.0","1.90M","0.08%"
"04/20/2022","88,029.0","87,955.0","89,658.0","86,992.0","1.35M","0.00%"
"04/19/2022","88,029.0","91,508.0","91,657.0","88,029.0","1.48M","-3.72%"
"04/18/2022","91,434.0","88,917.0","91,805.0","87,510.0","3.29M","5.47%"
"04/15/2022","86,696.0","86,548.0","89,139.0","85,289.0","1.10M","0.09%"
"04/14/2022","86,622.0","86,918.0","89,954.0","86,252.0","1.67M","0.86%"
"04/13/2022","85,882.0","83,216.0","86,252.0","82,994.0","1.34M","3.20%"
"04/12/2022","83,216.0","85,141.0","85,882.0","82,920.0","1.64M","-1.83%"
"04/08/2022","84,771.0","85,215.0","86,622.0","84,327.0","1.06M","-0.52%"
"04/07/2022","85,215.0","87,436.0","89,139.0","84,993.0","1.99M","-2.54%"
"04/06/2022","87,436.0","86,252.0","89,287.0","85,512.0","2.43M","0.25%"
"04/05/2022","87,214.0","86,252.0","88,695.0","86,252.0","721.07K","1.03%"
"04/04/2022","86,326.0","86,844.0","88,843.0","86,252.0","1.44M","-0.51%"
"04/01/2022","86,770.0","81,440.0","87,510.0","81,366.0","5.01M","6.06%"
"03/31/2022","81,810.0","80,329.0","82,180.0","79,811.0","843.60K","2.03%"
"03/30/2022","80,181.0","82,846.0","83,587.0","79,959.0","1.27M","-1.99%"
"03/29/2022","81,810.0","81,440.0","82,846.0","80,699.0","1.82M","2.13%"
"03/28/2022","80,107.0","81,440.0","81,958.0","80,107.0","1.36M","0.00%"
"03/25/2022","80,107.0","79,218.0","81,069.0","78,922.0","868.80K","1.12%"
"03/24/2022","79,218.0","79,218.0","80,625.0","77,960.0","776.93K","1.81%"
"03/23/2022","77,812.0","79,959.0","80,995.0","77,071.0","675.33K","-1.77%"
"03/22/2022","79,218.0","78,922.0","81,217.0","78,774.0","1.24M","1.33%"
"03/21/2022","78,182.0","76,701.0","78,404.0","76,627.0","947.73K","2.03%"
"03/18/2022","76,627.0","75,813.0","78,108.0","75,813.0","904.93K","0.49%"
"03/17/2022","76,257.0","76,109.0","76,479.0","75,517.0","920.40K","0.19%"
"03/16/2022","76,109.0","75,813.0","76,701.0","74,406.0","793.07K","-0.10%"
"03/15/2022","76,183.0","73,666.0","76,257.0","72,999.0","1.09M","4.47%"
"03/14/2022","72,925.0","76,849.0","76,849.0","72,925.0","2.65M","-5.74%"
"03/11/2022","77,368.0","79,218.0","79,959.0","76,701.0","1.76M","-3.51%"
"03/10/2022","80,181.0","81,069.0","81,069.0","79,367.0","1.48M","-1.99%"
"03/09/2022","81,810.0","79,218.0","82,920.0","78,922.0","3.06M","4.25%"
"03/08/2022","78,478.0","80,699.0","81,440.0","78,108.0","1.81M","-1.85%"
"03/07/2022","79,959.0","79,367.0","82,920.0","79,367.0","4.15M","2.27%"
"03/04/2022","78,182.0","75,605.0","78,697.0","75,605.0","2.13M","2.12%"
"03/03/2022","76,562.0","76,562.0","77,299.0","75,090.0","1.11M","0.58%"
"03/02/2022","76,121.0","77,299.0","77,299.0","74,207.0","1.62M","-1.52%"
"03/01/2022","77,299.0","75,164.0","78,035.0","75,164.0","1.53M","1.94%"
"02/28/2022","75,826.0","78,771.0","80,022.0","75,826.0","3.05M","-4.45%"
"02/25/2022","79,360.0","80,243.0","80,979.0","78,329.0","2.14M","-1.10%"
"02/24/2022","80,243.0","80,906.0","83,041.0","80,243.0","2.38M","-0.55%"
"02/23/2022","80,685.0","80,979.0","83,556.0","80,243.0","1.53M","-0.36%"
"02/22/2022","80,979.0","78,329.0","83,188.0","77,372.0","3.76M","3.29%"
"02/21/2022","78,403.0","78,771.0","78,771.0","77,225.0","924.53K","-0.47%"
"02/18/2022","78,771.0","78,771.0","80,170.0","78,771.0","760.80K","-0.83%"
"02/17/2022","79,433.0","78,403.0","79,433.0","78,256.0","1.23M","1.50%"
"02/16/2022","78,256.0","77,299.0","78,476.0","76,930.0","1.01M","0.76%"
"02/15/2022","77,667.0","76,489.0","77,961.0","76,341.0","826.40K","0.86%"
"02/14/2022","77,004.0","77,299.0","77,372.0","76,636.0","710.93K","-0.19%"
"02/11/2022","77,151.0","75,826.0","78,403.0","75,090.0","713.20K","1.45%"
"02/10/2022","76,047.0","76,194.0","76,341.0","74,796.0","1.10M","0.00%"
"02/09/2022","76,047.0","77,225.0","77,225.0","75,826.0","1.50M","-1.62%"
"02/08/2022","77,299.0","78,108.0","78,844.0","76,562.0","1.04M","-2.14%"
"02/07/2022","78,992.0","76,268.0","79,507.0","76,268.0","1.62M","3.17%"
"01/28/2022","76,562.0","73,618.0","76,562.0","73,618.0","1.34M","2.97%"
"01/27/2022","74,354.0","73,618.0","74,722.0","73,544.0","1.23M","0.00%"
"01/26/2022","74,354.0","71,851.0","74,354.0","71,262.0","2.49M","4.12%"
"01/25/2022","71,409.0","71,262.0","71,777.0","70,378.0","863.07K","0.10%"
"01/24/2022","71,335.0","70,305.0","72,366.0","69,274.0","1.16M","1.47%"
"01/21/2022","70,305.0","69,569.0","70,305.0","69,495.0","953.73K","1.17%"
"01/20/2022","69,495.0","68,464.0","69,569.0","68,464.0","505.20K","0.85%"
"01/19/2022","68,906.0","68,612.0","68,906.0","67,728.0","447.60K","0.32%"
"01/18/2022","68,685.0","67,875.0","68,832.0","67,802.0","464.00K","-0.21%"
"01/17/2022","68,832.0","68,538.0","69,201.0","68,170.0","677.60K","-0.43%"
"01/14/2022","69,127.0","67,507.0","69,421.0","67,507.0","385.07K","-0.21%"
"01/13/2022","69,274.0","70,673.0","70,673.0","68,538.0","442.53K","1.51%"
"01/12/2022","68,244.0","69,274.0","69,274.0","68,170.0","621.87K","-1.49%"
"01/11/2022","69,274.0","68,612.0","69,569.0","68,023.0","515.20K","0.96%"
"01/10/2022","68,612.0","69,053.0","69,053.0","68,464.0","711.20K","-0.75%"
"01/07/2022","69,127.0","69,642.0","69,642.0","68,906.0","398.53K","-0.74%"
"01/06/2022","69,642.0","70,084.0","70,599.0","69,569.0","385.33K","-0.53%"
"01/05/2022","70,010.0","70,673.0","71,115.0","70,010.0","760.40K","-1.45%"
"01/04/2022","71,041.0","70,820.0","71,041.0","70,231.0","478.27K","0.31%"
"12/31/2021","70,820.0","68,906.0","71,777.0","68,170.0","810.40K","4.00%"
"12/30/2021","68,096.0","69,201.0","69,201.0","68,096.0","810.00K","-0.75%"
"12/29/2021","68,612.0","70,673.0","70,673.0","68,612.0","401.07K","-2.51%"
"12/28/2021","70,378.0","71,188.0","71,188.0","69,569.0","412.67K","-0.42%"
"12/27/2021","70,673.0","70,010.0","70,673.0","68,096.0","302.93K","1.37%"
"12/24/2021","69,716.0","69,495.0","69,790.0","68,980.0","333.87K","1.07%"
"12/23/2021","68,980.0","69,569.0","70,305.0","67,655.0","472.00K","-0.85%"
"12/22/2021","69,569.0","70,158.0","70,526.0","69,201.0","264.00K","-0.32%"
"12/21/2021","69,790.0","68,832.0","69,790.0","68,759.0","362.67K","0.64%"
"12/20/2021","69,348.0","69,421.0","70,526.0","69,348.0","671.60K","-1.36%"
"12/17/2021","70,305.0","69,863.0","70,452.0","69,569.0","357.07K","1.92%"
"12/16/2021","68,980.0","70,673.0","71,335.0","68,759.0","575.47K","-2.40%"
"12/15/2021","70,673.0","70,820.0","71,335.0","70,526.0","307.87K","-0.21%"
"12/14/2021","70,820.0","71,777.0","72,440.0","70,452.0","404.80K","-2.33%"
"12/13/2021","72,513.0","71,777.0","72,661.0","71,409.0","516.00K","1.23%"
"12/10/2021","71,630.0","71,409.0","72,219.0","70,747.0","524.13K","-1.22%"
"12/09/2021","72,513.0","70,673.0","73,618.0","70,378.0","727.33K","2.60%"
"12/08/2021","70,673.0","69,649.0","72,063.0","69,356.0","522.67K","2.99%"
"12/07/2021","68,624.0","67,308.0","68,624.0","67,088.0","1.05M","2.85%"
"12/06/2021","66,722.0","68,844.0","70,015.0","66,722.0","809.87K","-2.98%"
"12/03/2021","68,771.0","71,770.0","71,770.0","68,771.0","957.33K","-3.49%"
"12/02/2021","71,258.0","70,966.0","72,356.0","70,966.0","575.47K","0.10%"
"12/01/2021","71,185.0","71,697.0","72,795.0","71,185.0","482.80K","-0.61%"
"11/30/2021","71,624.0","73,160.0","73,380.0","70,819.0","1.41M","-0.20%"
"11/29/2021","71,770.0","72,429.0","74,258.0","71,331.0","2.02M","-3.35%"
"11/26/2021","74,258.0","76,087.0","76,818.0","74,258.0","1.08M","-2.50%"
"11/25/2021","76,160.0","76,818.0","78,282.0","76,160.0","680.53K","-1.51%"
"11/24/2021","77,331.0","76,818.0","77,550.0","76,087.0","397.73K","0.00%"
"11/23/2021","77,331.0","74,989.0","77,331.0","74,989.0","654.67K","1.63%"
"11/22/2021","76,087.0","74,843.0","76,745.0","74,843.0","558.00K","1.66%"
"11/19/2021","74,843.0","77,843.0","78,282.0","73,892.0","1.19M","-3.67%"
"11/18/2021","77,696.0","77,623.0","79,745.0","77,550.0","501.73K","-0.19%"
"11/17/2021","77,843.0","79,013.0","79,160.0","77,550.0","615.20K","-1.48%"
"11/16/2021","79,013.0","80,842.0","80,842.0","77,550.0","1.09M","-2.53%"
"11/15/2021","81,062.0","81,208.0","81,940.0","79,745.0","1.19M","0.82%"
"11/12/2021","80,403.0","76,453.0","80,476.0","75,721.0","1.10M","5.17%"
"11/11/2021","76,453.0","77,404.0","80,623.0","74,989.0","1.40M","1.46%"
"11/10/2021","75,355.0","77,257.0","77,989.0","73,160.0","920.00K","-2.83%"
"11/09/2021","77,550.0","79,013.0","79,233.0","77,184.0","959.47K","-1.85%"
"11/08/2021","79,013.0","78,721.0","79,672.0","78,135.0","563.07K","0.00%"
"11/05/2021","79,013.0","76,087.0","79,013.0","74,477.0","1.24M","3.85%"
"11/04/2021","76,087.0","76,672.0","76,818.0","74,624.0","896.93K","-0.48%"
"11/03/2021","76,453.0","76,014.0","76,672.0","74,477.0","1.25M","-0.48%"
"11/02/2021","76,818.0","74,550.0","76,818.0","73,746.0","678.93K","3.86%"
"11/01/2021","73,965.0","76,087.0","76,526.0","73,892.0","906.13K","-2.79%"
"10/29/2021","76,087.0","74,038.0","76,745.0","73,819.0","2.23M","2.36%"
"10/28/2021","74,331.0","74,624.0","75,355.0","73,892.0","837.60K","-0.29%"
"10/27/2021","74,550.0","71,917.0","74,624.0","71,917.0","1.13M","3.66%"
"10/26/2021","71,917.0","72,136.0","73,087.0","71,697.0","715.33K","-0.81%"
"10/25/2021","72,502.0","72,063.0","73,526.0","71,844.0","543.60K","0.10%"
"10/22/2021","72,429.0","72,356.0","72,429.0","71,405.0","380.67K","1.02%"
"10/21/2021","71,697.0","73,892.0","73,892.0","71,624.0","866.67K","-1.01%"
"10/20/2021","72,429.0","72,063.0","73,087.0","71,112.0","1.08M","1.02%"
"10/19/2021","71,697.0","72,429.0","72,721.0","71,697.0","721.20K","-1.01%"
"10/18/2021","72,429.0","73,234.0","73,892.0","71,697.0","1.06M","-1.49%"
"10/15/2021","73,526.0","73,819.0","74,185.0","73,453.0","686.40K","-0.50%"
"10/14/2021","73,892.0","73,234.0","74,624.0","73,234.0","777.87K","0.00%"
"10/13/2021","73,892.0","73,819.0","74,697.0","72,795.0","625.60K","1.00%"
"10/12/2021","73,160.0","74,331.0","74,624.0","73,160.0","532.27K","-1.96%"
"10/11/2021","74,624.0","73,160.0","74,624.0","72,209.0","974.80K","2.51%"
"10/08/2021","72,795.0","71,258.0","72,795.0","70,600.0","863.87K","2.58%"
"10/07/2021","70,966.0","71,770.0","72,429.0","70,966.0","552.40K","-1.12%"
"10/06/2021","71,770.0","70,966.0","71,990.0","69,941.0","508.00K","1.13%"
"10/05/2021","70,966.0","71,185.0","71,697.0","70,453.0","730.67K","-1.82%"
